"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"010016","42.3426883017","-71.0848537653",210005
"010016","42.3425365637","-71.0846287532",210006
"010016","42.3425365637","-71.0846287532",220001
"010016","42.3421781845","-71.0840973462",220002
"010016","42.3416109578","-71.0832577197",220003
"010016","42.3416109578","-71.0832577197",230001
"010016","42.3416101292","-71.0832562456",230002
"010016","42.3415593333","-71.0831722447",230003
"010016","42.3414580909","-71.083024955",230004
"010016","42.3408010918","-71.0820254091",230005
"010016","42.3407044494","-71.0818607079",230006
"010016","42.3407044494","-71.0818607079",240001
"010016","42.3406379025","-71.0817468526",240002
"010016","42.3397966726","-71.0809482897",240003
"010016","42.3392757943","-71.080408387",240004
"010016","42.3391634408","-71.0803003878",240005
"010016","42.3391105339","-71.0802400787",240006
"010016","42.3391105339","-71.0802400787",250001
"010016","42.3387341237","-71.0798113005",250002
"010016","42.3385889047","-71.0796458211",250003
"010016","42.3378993127","-71.0788211514",250004
"010016","42.3377975767","-71.0786905246",250005
"010016","42.3372503141","-71.0779929002",250006
"010016","42.3372062154","-71.0779403033",250007
"010016","42.3372062154","-71.0779403033",260001
"010016","42.3369664277","-71.0776541473",260002
"010016","42.3364580905","-71.0770217464",260003
"010016","42.336334627","-71.0768783255",260004
"010016","42.336334627","-71.0768783255",270001
"010016","42.336046916","-71.076545156",270002
"010016","42.334929388","-71.0751712308",270003
"010016","42.3348023426","-71.0750245124",270004
"010016","42.3348023426","-71.0750245124",280001
"010016","42.333584241","-71.0736180323",280002
"010016","42.333584241","-71.0736180323",290001
"010016","42.333494673","-71.0735143394",290002
"010016","42.3332060877","-71.0739097977",290003
"010016","42.332832906","-71.0743587087",290004
"010016","42.3327518011","-71.0744653985",290005
"010016","42.3327518011","-71.0744653985",300001
"010016","42.332517227","-71.0747746822",300002
"010016","42.3322749555","-71.0751546544",300003
"010016","42.331975776","-71.0756552021",300004
"010016","42.3316889957","-71.0761700855",300005
"010016","42.3312609304","-71.0768445673",300006
"010016","42.3312609304","-71.0768445673",310001
"010016","42.3312391047","-71.0768791076",310002
"010016","42.3313565126","-71.0773158346",310003
"010016","42.3316459731","-71.0782007641",310004
"010016","42.3317432628","-71.0784656571",310005
"010016","42.3319867511","-71.0790883189",310006
"010016","42.3320241273","-71.0791786803",310007
"010016","42.3320241273","-71.0791786803",320001
"010016","42.3320781152","-71.0793092435",320002
"010016","42.3321658454","-71.0795120709",320003
"010016","42.3325678852","-71.0803459769",320004
"010016","42.3328977641","-71.0809580963",320005
"010016","42.3329646051","-71.0810771127",320006
"010016","42.3328983814","-71.0811274797",320007
"010016","42.33276797","-71.0811845586",320008
"010016","42.33276797","-71.0811845586",330001
"010016","42.3325391582","-71.0812726153",330002
"010016","42.3322737688","-71.0814138001",330003
"010016","42.3319398162","-71.0817166855",330004
"010016","42.3318091961","-71.081867332",330005
"010016","42.3318091961","-71.081867332",340001
"010016","42.3317515377","-71.0819339134",340002
"010016","42.3313706037","-71.0823724624",340003
"010016","42.3311164048","-71.0826485545",340004
"010016","42.3311164048","-71.0826485545",350001
"010016","42.3310546312","-71.0827155314",350002
"010016","42.3308174283","-71.0829870708",350003
"010016","42.3306650848","-71.0832014656",350004
"010016","42.3305862969","-71.0833439984",350005
"010016","42.3304553982","-71.0837213443",350006
"010016","42.3303001835","-71.0840526201",350007
"010016","42.3301737258","-71.0842169141",350008
"010016","42.330062703","-71.0843241531",350009
"010016","42.3299050836","-71.0844461207",350010
"010016","42.329848413","-71.0838758549",350011
"010018","42.329848413","-71.0838758549",10001
"010018","42.3297880369","-71.0832682623",10002
"010018","42.3300890857","-71.0831982323",10003
"010018","42.3302964049","-71.0831609938",10004
"010018","42.3304927064","-71.0831123629",10005
"010018","42.3306434636","-71.083065881",10006
"010018","42.3308174283","-71.0829870708",10007
"010018","42.3309835788","-71.0827966229",10008
"010018","42.3309835788","-71.0827966229",20001
"010018","42.3310546312","-71.0827155314",20002
"010018","42.3313706037","-71.0823724624",20003
"010018","42.3317515377","-71.0819339134",20004
"010018","42.3319398162","-71.0817166855",20005
"010018","42.3322737688","-71.0814138001",20006
"010018","42.3323639988","-71.081324442",20007
"010018","42.3323639988","-71.081324442",30001
"010018","42.3324356352","-71.0812533289",30002
"010018","42.3325128015","-71.081193644",30003
"010018","42.3326444784","-71.0811073396",30004
"010018","42.3328216362","-71.081001502",30005
"010018","42.3326256","-71.0806710534",30006
"010018","42.3324571233","-71.0803733398",30007
"010018","42.3323106225","-71.080082139",30008
"010018","42.3321469254","-71.0797411258",30009
"010018","42.3320600297","-71.0795412513",30010
"010018","42.3320600297","-71.0795412513",40001
"010018","42.3320102163","-71.0794265632",40002
"010018","42.3318463967","-71.0790526387",40003
"010018","42.3315875732","-71.0783638802",40004
"010018","42.3313126941","-71.077488839",40005
"010018","42.3311821708","-71.0769926567",40006
"010018","42.3312391047","-71.0768791076",40007
"010018","42.3316232447","-71.0762737096",40008
"010018","42.3316232447","-71.0762737096",50001
"010018","42.3316889957","-71.0761700855",50002
"010018","42.331975776","-71.0756552021",50003
"010018","42.3322749555","-71.0751546544",50004
"010018","42.332517227","-71.0747746822",50005
"010018","42.3326701514","-71.0745732012",50006
"010018","42.3326701514","-71.0745732012",60001
"010018","42.332832906","-71.0743587087",60002
"010018","42.3332060877","-71.0739097977",60003
"010018","42.333494673","-71.0735143394",60004
"010018","42.3336014982","-71.073387872",60005
"010018","42.3337831397","-71.0736048572",60006
"010018","42.3337831397","-71.0736048572",70001
"010018","42.3349239699","-71.0749674779",70002
"010018","42.3349239699","-71.0749674779",80001
"010018","42.335008312","-71.0750682514",80002
"010018","42.3361683787","-71.0765177133",80003
"010018","42.3364464923","-71.0768527968",80004
"010018","42.3364464923","-71.0768527968",90001
"010018","42.336517054","-71.0769377633",90002
"010018","42.3373743879","-71.0780039086",90003
"010018","42.3374292398","-71.0780704889",90004
"010018","42.3374292398","-71.0780704889",100001
"010018","42.3378597828","-71.0785924646",100002
"010018","42.3387949708","-71.0797165781",100003
"010018","42.339139767","-71.0801296612",100004
"010018","42.3393207495","-71.0803200577",100005
"010018","42.3394229392","-71.0804251655",100006
"010018","42.3394229392","-71.0804251655",110001
"010018","42.3399225913","-71.0809385786",110002
"010018","42.3402875043","-71.0813008683",110003
"010018","42.340435512","-71.0814792835",110004
"010018","42.3405736557","-71.0816618335",110005
"010018","42.3405736557","-71.0816618335",120001
"010018","42.3406379025","-71.0817468526",120002
"010018","42.3408010918","-71.0820254091",120003
"010018","42.3414580909","-71.083024955",120004
"010018","42.3415345056","-71.0831361589",120005
"010018","42.3415345056","-71.0831361589",130001
"010018","42.3415593333","-71.0831722447",130002
"010018","42.3416101292","-71.0832562456",130003
"010018","42.3421781845","-71.0840973462",130004
"010018","42.3422435699","-71.0841941992",130005
"010018","42.3422435699","-71.0841941992",140001
"010018","42.3426883017","-71.0848537653",140002
"010018","42.3428111121","-71.0850471567",140003
"010018","42.3432539034","-71.0857026785",140004
"010018","42.3432539034","-71.0857026785",150001
"010018","42.3433181832","-71.0857976925",150002
"010018","42.3433735394","-71.0858531854",150003
"010018","42.3434727988","-71.0859080212",150004
"010018","42.3448468787","-71.0865489628",150005
"010018","42.3449373328","-71.0865972001",150006
"010018","42.3453186093","-71.0867837351",150007
"010018","42.3453186093","-71.0867837351",160001
"010018","42.3454390132","-71.086842875",160002
"010018","42.3459098867","-71.0870684093",160003
"010018","42.3464720514","-71.0873462502",160004
"010018","42.3466312321","-71.0874291843",160005
"010018","42.3468997604","-71.0875491381",160006
"010018","42.3472857835","-71.0877589589",160007
"010018","42.3480125404","-71.0880989983",160008
"010018","42.3480125404","-71.0880989983",170001
"010018","42.3481051718","-71.088142417",170002
"010018","42.3484641738","-71.0883165378",170003
"010018","42.3488507257","-71.088521186",170004
"010018","42.3488842492","-71.0885339157",170005
"010018","42.3489787987","-71.0885765833",170006
"010018","42.3489787987","-71.0885765833",180001
"010018","42.3492506264","-71.0886987445",180002
"010018","42.3496904911","-71.0889252476",180003
"010018","42.3500500419","-71.0890997436",180004
"010018","42.3504436845","-71.0892925175",180005
"010018","42.3505022591","-71.0893276519",180006
"010018","42.3507403357","-71.0894504083",180007
"010018","42.3507403357","-71.0894504083",190001
"010018","42.3508340814","-71.0894986329",190002
"010018","42.3517659063","-71.0899409683",190003
"010018","42.3543298078","-71.0912018448",190004
"010018","42.3570099615","-71.0925172019",190005
"010018","42.3572694417","-71.092640955",190006
"010018","42.357609467","-71.0928052591",190007
"010018","42.3576097414","-71.0928052573",190008
"010018","42.3576097414","-71.0928052573",200001
"010018","42.3581752098","-71.093090579",200002
"010018","42.3584490014","-71.0932264544",200003
"010018","42.3587168084","-71.0933771692",200004
"010018","42.3588774125","-71.093476035",200005
"010018","42.3589750424","-71.0935368266",200006
"010018","42.3591338066","-71.0936586447",200007
"010018","42.3591338066","-71.0936586447",210001
"010018","42.3592020453","-71.0937111157",210002
"010018","42.3593314482","-71.0938331232",210003
"010018","42.3595958515","-71.0941081836",210004
"010018","42.3597623111","-71.0943113546",210005
"010018","42.3601525114","-71.0948538631",210006
"010018","42.3603893256","-71.0952434385",210007
"010018","42.3606977418","-71.0957842606",210008
"010018","42.3606977418","-71.0957842606",220001
"010018","42.3608228196","-71.096003614",220002
"010018","42.361126799","-71.0965322617",220003
"010018","42.3613705738","-71.0969521456",220004
"010018","42.3617187444","-71.0975637733",220005
"010018","42.3617187444","-71.0975637733",230001
"010018","42.3617397285","-71.0976006408",230002
"010018","42.3619657087","-71.097955154",230003
"010018","42.3626369","-71.0990524229",230004
"010018","42.3628529611","-71.0993966486",230005
"010018","42.3629363318","-71.0995400572",230006
"010018","42.3629363318","-71.0995400572",240001
"010018","42.3629680787","-71.0995946187",240002
"010018","42.3631800839","-71.0999566346",240003
"010018","42.363504969","-71.1005051698",240004
"010018","42.3637129477","-71.1008938588",240005
"010018","42.3638750511","-71.1011895939",240006
"010018","42.3639874241","-71.1013883277",240007
"010018","42.3644122017","-71.1020997999",240008
"010018","42.3646995046","-71.1025753275",240009
"010018","42.3650572301","-71.1031814078",240010
"010018","42.3652357572","-71.1034670612",240011
"010018","42.3652357572","-71.1034670612",250001
"010018","42.3654035208","-71.1037350221",250002
"010018","42.3655472426","-71.1039542908",250003
"010018","42.3656005423","-71.1040527557",250004
"010018","42.365974042","-71.1046998281",250005
"010018","42.3663996183","-71.1054102297",250006
"010018","42.3665762355","-71.1057007178",250007
"010018","42.3667972703","-71.1060608682",250008
"010018","42.3667972703","-71.1060608682",260001
"010018","42.366973877","-71.1063487698",260002
"010018","42.3671972908","-71.106683007",260003
"010018","42.3674127408","-71.107015816",260004
"010018","42.367467936","-71.1071076138",260005
"010018","42.367467936","-71.1071076138",270001
"010018","42.3676070243","-71.1073380273",270002
"010018","42.367819683","-71.1076575363",270003
"010018","42.3678393612","-71.1077147713",270004
"010018","42.368026852","-71.1080573816",270005
"010018","42.3680727356","-71.1081547896",270006
"010018","42.3683187409","-71.1086783638",270007
"010018","42.3683187409","-71.1086783638",280001
"010018","42.368366283","-71.1087794629",280002
"010018","42.3687207682","-71.1095725087",280003
"010018","42.3689892936","-71.1102654387",280004
"010018","42.3691618399","-71.1107350829",280005
"010018","42.3691920377","-71.1108200093",280006
"010018","42.3691920377","-71.1108200093",290001
"010018","42.3695602401","-71.1118601895",290002
"010018","42.3698231762","-71.1126086812",290003
"010018","42.3701017027","-71.1129355871",290004
"010018","42.3702075636","-71.1130807425",290005
"010018","42.3702075636","-71.1130807425",300001
"010018","42.3703787598","-71.1133154235",300002
"010018","42.3706108806","-71.1136337374",300003
"010018","42.3708222663","-71.1139062925",300004
"010018","42.3711353487","-71.114310342",300005
"010018","42.3718511177","-71.1151637963",300006
"010018","42.3719467683","-71.1152927385",300007
"010018","42.3721588236","-71.1155205222",300008
"010018","42.3721588236","-71.1155205222",310001
"010018","42.3722039888","-71.115569097",310002
"010018","42.3725728415","-71.1160768154",310003
"010018","42.3726805592","-71.1163685195",310004
"010018","42.3726842794","-71.1164143861",310005
"010018","42.3727661161","-71.116680343",310006
"010018","42.3728880747","-71.1171288745",310007
"010018","42.3729638372","-71.1173841377",310008
"010018","42.3730959211","-71.1179077362",310009
"010018","42.3731777421","-71.118169996",310010
"010019","42.3731777421","-71.118169996",10001
"010019","42.373268994","-71.1184629161",10002
"010019","42.3733525354","-71.1185823172",10003
"010019","42.373398852","-71.1186475416",10004
"010019","42.3736387829","-71.1188429769",10005
"010019","42.3739760486","-71.1189316142",10006
"010019","42.3740642846","-71.1188944444",10007
"010019","42.374254821","-71.1188411146",10008
"010019","42.3743414743","-71.1188231985",10009
"010019","42.3746116701","-71.1187116548",10010
"010019","42.3751441288","-71.118578914",10011
"010019","42.3751441288","-71.118578914",10012
"010019","42.3751441288","-71.118578914",20001
"010019","42.375448196","-71.1185034323",20002
"010019","42.3756390231","-71.1183723793",20003
"010019","42.375749796","-71.1182632741",20004
"010019","42.3758157922","-71.1181396352",20005
"010019","42.3758792805","-71.1180045383",20006
"010019","42.3759064604","-71.117843384",20007
"010019","42.3759154459","-71.1176571732",20008
"010019","42.3759039642","-71.1175876653",20009
"010019","42.3756236108","-71.1162141036",20010
"010019","42.3755843114","-71.1159497274",20011
"010019","42.375502326","-71.1156397197",20012
"010019","42.3752927116","-71.1152390773",20013
"010019","42.3750735097","-71.1149258365",20014
"010019","42.3748203278","-71.1144629201",20015
"010019","42.3746744875","-71.1145059988",20016
"010019","42.3746744875","-71.1145059988",30001
"010019","42.3742671222","-71.1146265382",30002
"010019","42.3723890698","-71.1151157443",30003
"010019","42.3723890698","-71.1151157443",40001
"010019","42.372298594","-71.1151392393",40002
"010019","42.3723169763","-71.1153844847",40003
"010019","42.372266839","-71.1154902599",40004
"010019","42.3722039888","-71.115569097",40005
"010019","42.3721310079","-71.1156546567",40006
"010019","42.3720756245","-71.1156686859",40007
"010019","42.3719971344","-71.1156658322",40008
"010019","42.3717669916","-71.11560913",40009
"010019","42.3716989399","-71.1156095436",40010
"010019","42.3716559157","-71.1156268282",40011
"010019","42.3715526937","-71.1156955478",40012
"010019","42.3714470576","-71.1158630896",40013
"010019","42.3713764782","-71.1159282798",40014
"010019","42.3710716409","-71.1161014706",40015
"010019","42.3710048923","-71.1159168439",40016
"010019","42.3710048923","-71.1159168439",50001
"010019","42.3707387321","-71.1151824066",50002
"010019","42.3704822915","-71.1144838121",50003
"010019","42.3703909077","-71.1142364289",50004
"010019","42.3701237854","-71.1134638956",50005
"010019","42.3701237854","-71.1134638956",60001
"010019","42.370084436","-71.1133497881",60002
"010019","42.3698231762","-71.1126086812",60003
"010019","42.3695602401","-71.1118601895",60004
"010019","42.3691618399","-71.1107350829",60005
"010019","42.369029453","-71.1103747267",60006
"010019","42.369029453","-71.1103747267",70001
"010019","42.3689892936","-71.1102654387",70002
"010019","42.3687207682","-71.1095725087",70003
"010019","42.3684130143","-71.1088842677",70004
"010019","42.3684130143","-71.1088842677",80001
"010019","42.368366283","-71.1087794629",80002
"010019","42.3680727356","-71.1081547896",80003
"010019","42.368026852","-71.1080573816",80004
"010019","42.3678393612","-71.1077147713",80005
"010019","42.367819683","-71.1076575363",80006
"010019","42.3676070243","-71.1073380273",80007
"010019","42.3674127408","-71.107015816",80008
"010019","42.3672491542","-71.1067633537",80009
"010019","42.3672491542","-71.1067633537",90001
"010019","42.3671972908","-71.106683007",90002
"010019","42.366973877","-71.1063487698",90003
"010019","42.366779611","-71.1060324852",90004
"010019","42.366779611","-71.1060324852",100001
"010019","42.3665762355","-71.1057007178",100002
"010019","42.3663996183","-71.1054102297",100003
"010019","42.365974042","-71.1046998281",100004
"010019","42.3656005423","-71.1040527557",100005
"010019","42.3655472426","-71.1039542908",100006
"010019","42.3654035208","-71.1037350221",100007
"010019","42.3650572301","-71.1031814078",100008
"010019","42.3649628317","-71.1030217776",100009
"010019","42.3649628317","-71.1030217776",110001
"010019","42.3646995046","-71.1025753275",110002
"010019","42.3644122017","-71.1020997999",110003
"010019","42.3639874241","-71.1013883277",110004
"010019","42.3638750511","-71.1011895939",110005
"010019","42.3637129477","-71.1008938588",110006
"010019","42.363504969","-71.1005051698",110007
"010019","42.3631800839","-71.0999566346",110008
"010019","42.3629680787","-71.0995946187",110009
"010019","42.3628744946","-71.0994338839",110010
"010019","42.3628744946","-71.0994338839",120001
"010019","42.3628529611","-71.0993966486",120002
"010019","42.3626369","-71.0990524229",120003
"010019","42.3619657087","-71.097955154",120004
"010019","42.3617397285","-71.0976006408",120005
"010019","42.3617101849","-71.0975486574",120006
"010019","42.3617101849","-71.0975486574",130001
"010019","42.3613705738","-71.0969521456",130002
"010019","42.361126799","-71.0965322617",130003
"010019","42.3608228196","-71.096003614",130004
"010019","42.3607838884","-71.0959354119",130005
"010019","42.3607838884","-71.0959354119",140001
"010019","42.3603893256","-71.0952434385",140002
"010019","42.3601525114","-71.0948538631",140003
"010019","42.3597623111","-71.0943113546",140004
"010019","42.3595958515","-71.0941081836",140005
"010019","42.3593314482","-71.0938331232",140006
"010019","42.3592020453","-71.0937111157",140007
"010019","42.3589794446","-71.0935401282",140008
"010019","42.3589794446","-71.0935401282",150001
"010019","42.3589750424","-71.0935368266",150002
"010019","42.3588774125","-71.093476035",150003
"010019","42.3587168084","-71.0933771692",150004
"010019","42.3584490014","-71.0932264544",150005
"010019","42.3581752098","-71.093090579",150006
"010019","42.357609467","-71.0928052591",150007
"010019","42.3575814295","-71.0927917501",150008
"010019","42.3575814295","-71.0927917501",160001
"010019","42.3572694417","-71.092640955",160002
"010019","42.3570099615","-71.0925172019",160003
"010019","42.3543298078","-71.0912018448",160004
"010019","42.3517659063","-71.0899409683",160005
"010019","42.3509107718","-71.08953513",160006
"010019","42.3509107718","-71.08953513",170001
"010019","42.3508340814","-71.0894986329",170002
"010019","42.3505022591","-71.0893276519",170003
"010019","42.3504436845","-71.0892925175",170004
"010019","42.3500500419","-71.0890997436",170005
"010019","42.3496904911","-71.0889252476",170006
"010019","42.3492506264","-71.0886987445",170007
"010019","42.3490060082","-71.0885886142",170008
"010019","42.3490060082","-71.0885886142",180001
"010019","42.3488842492","-71.0885339157",180002
"010019","42.3488507257","-71.088521186",180003
"010019","42.3484641738","-71.0883165378",180004
"010019","42.3481051718","-71.088142417",180005
"010019","42.3479559179","-71.088072732",180006
"010019","42.3479559179","-71.088072732",190001
"010019","42.3472857835","-71.0877589589",190002
"010019","42.3468997604","-71.0875491381",190003
"010019","42.3466312321","-71.0874291843",190004
"010019","42.3464720514","-71.0873462502",190005
"010019","42.3459098867","-71.0870684093",190006
"010019","42.3454659512","-71.0868556461",190007
"010019","42.3454659512","-71.0868556461",200001
"010019","42.3454390132","-71.086842875",200002
"010019","42.3449373328","-71.0865972001",200003
"010019","42.3448468787","-71.0865489628",200004
"010019","42.3434727988","-71.0859080212",200005
"010019","42.3433889367","-71.0858615924",200006
"010019","42.3433889367","-71.0858615924",210001
"010019","42.3433735394","-71.0858531854",210002
"010019","42.3433181832","-71.0857976925",210003
"010019","42.3428111121","-71.0850471567",210004
"010019","42.3426883017","-71.0848537653",210005
"010019","42.3425365637","-71.0846287532",210006
"010019","42.3425365637","-71.0846287532",220001
"010019","42.3421781845","-71.0840973462",220002
"010019","42.3416109578","-71.0832577197",220003
"010019","42.3416109578","-71.0832577197",230001
"010019","42.3416101292","-71.0832562456",230002
"010019","42.3415593333","-71.0831722447",230003
"010019","42.3414580909","-71.083024955",230004
"010019","42.3408010918","-71.0820254091",230005
"010019","42.3407044494","-71.0818607079",230006
"010019","42.3407044494","-71.0818607079",240001
"010019","42.3406379025","-71.0817468526",240002
"010019","42.3397966726","-71.0809482897",240003
"010019","42.3392757943","-71.080408387",240004
"010019","42.3391634408","-71.0803003878",240005
"010019","42.3391105339","-71.0802400787",240006
"010019","42.3391105339","-71.0802400787",250001
"010019","42.3387341237","-71.0798113005",250002
"010019","42.3385889047","-71.0796458211",250003
"010019","42.3378993127","-71.0788211514",250004
"010019","42.3377975767","-71.0786905246",250005
"010019","42.3372503141","-71.0779929002",250006
"010019","42.3372062154","-71.0779403033",250007
"010019","42.3372062154","-71.0779403033",260001
"010019","42.3369664277","-71.0776541473",260002
"010019","42.3364580905","-71.0770217464",260003
"010019","42.336334627","-71.0768783255",260004
"010019","42.336334627","-71.0768783255",270001
"010019","42.336046916","-71.076545156",270002
"010019","42.334929388","-71.0751712308",270003
"010019","42.3348023426","-71.0750245124",270004
"010019","42.3348023426","-71.0750245124",280001
"010019","42.333584241","-71.0736180323",280002
"010019","42.333584241","-71.0736180323",290001
"010019","42.333494673","-71.0735143394",290002
"010019","42.3332060877","-71.0739097977",290003
"010019","42.332832906","-71.0743587087",290004
"010019","42.3327518011","-71.0744653985",290005
"010019","42.3327518011","-71.0744653985",300001
